Timestamp,Email Address,Student ID,Full Name,Major(s),Minor(s),Graduation Year,Pronouns,Gender,Race & Ethnicity,Resume,Other Links (optional),Role,"What is important to you? Tell us about a problem you see in the world (big or small), what actions you’ve taken to make a positive impact, and what you learned.",Community is a core pillar of CTC. Tell us about a community you felt like you truly belonged to. What aspects do you hope to bring into the CTC family?,Write a short thank-you note acknowledging someone who has taught you something valuable and why it mattered (not a family member).,"Please briefly describe any relevant technical or group work experiences—it does not need to be extensive! For example, personal projects, internships, classes, or any technologies or projects that you’re excited about and would like to learn more about, etc.","At CTC, one of our favorite traditions is Lightning Talks, where a member gives a short presentation on an interest, passion, or hobby of theirs—some topics from last year were how to DJ, a self defense workshop, and all about Niki Zefanya. What would you give a lightning talk on and why?","Please list out any relevant classes you have taken so far or are taking at USC. Also, list out any planned commitments for the current school year and their estimated weekly time commitment."
8/2/2026 5:41:49,kwame.zaman@usc.edu,7485758068,Kwame Zaman,Electrical Engineering,Design,2027,he/him/his,Male,Asian,https://drive.google.com/open?id=1Ww244WQnj4s3qlwM6yANjYNb-t1DwXIp,,Product Manager,"The problem I keep coming back to is the cost of textbooks, mostly because I watched it up close. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I trained two other volunteers so it would survive me graduating. I learned that a solution nobody adopts is worth less than no solution at all.","The community I belonged to was the kitchen of my family's restaurant, and it took me a year to notice it had become one. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. People stayed after to clean up without anyone organising it. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Mr. Yilmaz,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Kwame","I built an internship on a payments team, mostly writing migrations and tests. Mostly Python and Postgres, with enough React to be dangerous. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I would like to get properly good at databases rather than superstitious about them.",I would talk about what actually happens when you flush on an aeroplane. It changed how I look at a city and I want to inflict that on other people.,"CSCI 103, BUAD 304, CSCI 356; TA office hours ~6 hrs/week; research assistantship ~8 hrs/week"
8/2/2026 8:27:28,divya.cabrera@usc.edu,3465449297,Divya Cabrera,Computer Science and Business Administration,,2030,he/him/his,Male,White,https://drive.google.com/open?id=1Q67bNDyDzAE6oYEuqApamOGX8rZboOGc,https://www.linkedin.com/in/divyacabrera/,Designer,"I got interested in language access at the county courthouse through a job I took for the money and stayed in for other reasons. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I started a weekly pickup that routes leftovers to a shelter downtown. It taught me to make the first version much smaller than I wanted to.","I found it in a robotics team that met in a borrowed garage, which is not where I expected to find it. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. People stayed after to clean up without anyone organising it. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Dr. Chaudhry,

Thank you for teaching me that a wrong answer said out loud is worth more than a right one kept quiet. The specific moment I keep returning to is the afternoon I handed in something I knew was mediocre, and instead of grading it you asked me what I would change if I had another week. I did not have an answer, which was the point. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Divya","I built an inventory app for my family's restaurant, written in Django one summer. TypeScript, a lot of SQL, and more shell scripting than I expected. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I want to get better at systems design and at reading other people's code quickly.",I would talk about why every restaurant menu is designed badly on purpose. Everyone thinks they already know this and nearly everyone is wrong.,"CSCI 103, CSCI 356; intramural volleyball ~3 hrs/week; TA office hours ~6 hrs/week"
8/2/2026 8:30:31,felix.okonkwo@usc.edu,7999180246,Felix Okonkwo,Political Science,Occupational Science,2027,she/her/hers,Male,Black or African American,https://drive.google.com/open?id=1H1e8FwURLQgJa_Zl0BPXQrushXdbTlnY,https://www.linkedin.com/in/felixokonkwo/,Developer,"I care about unclaimed produce at the farmers market, and I want to be precise about why rather than gesturing at it. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I started a weekly pickup that routes leftovers to a shelter downtown. Two people still run it now that I have handed it over, which matters more to me than anything about how it was built. I learned to build the boring, durable version rather than the impressive one, because I would not be there in a year.","The community that shaped me most was a debate circuit that travelled by van, mostly because it was bad at hierarchy. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. It was the first place where being confused out loud was normal. What I would bring to CTC is the unglamorous maintenance that keeps a community alive: the reminder message, the booked room, the noticing that somebody has gone quiet.","Dear Coach Lindqvist,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I do not think you would remember any of this, which is sort of the point — it cost you very little and it rearranged how I work.

— Felix","I built a screen reader plugin I shipped to roughly 60 users. TypeScript, a lot of SQL, and more shell scripting than I expected. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I would like to get properly good at databases rather than superstitious about them.","I would talk about what actually happens when you flush on an aeroplane. Everyone thinks they already know this and nearly everyone is wrong. I would keep it to four minutes and take questions, because the questions are better than the talk.","CSCI 104, MATH 225, CSCI 270; research assistantship ~8 hrs/week"
8/2/2026 14:06:12,santiago.lindqvist2@usc.edu,6173611220,Santiago Lindqvist,Cognitive Science,Music Recording,2030,he/him/his,Male,Hispanic or Latino,https://drive.google.com/open?id=1p0EP9Xecnl6vgVHzWrl5P96MMPna20mx,,Developer,"Food waste in dining halls is small compared to what people usually write about here, which is exactly why nobody had fixed it. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I ran a pilot with one classroom before asking the district for anything. What I learned was that the technical part was never the hard part.","A robotics team that met in a borrowed garage is the honest answer, even though it is not the impressive one. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. People stayed after to clean up without anyone organising it. What I would bring into CTC is that habit of making the entry cost low.","Dear Dr. Guerrero,

Thank you for teaching me that I was allowed to start things without permission. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Santiago","I built a browser extension that strips recommendation feeds, now used by about 2,000 people. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I am eager to learn more about accessibility work and about testing that is actually worth maintaining.","I would talk about how to fold a fitted sheet, performed live and with stakes. I have given a version of this at a dinner table and it worked.","CSCI 356, CSCI 201, MATH 225, WRIT 150; club soccer ~6 hrs/week; part-time job ~12 hrs/week"
8/2/2026 15:21:49,paloma.haddad@usc.edu,4587748822,Paloma Haddad,Biomedical Engineering,Cinematic Arts,2029,she/her/hers,Male,Two or more races,https://drive.google.com/open?id=1aIbQcqQ1ytc0RRFJa5Mg-tNLpzGIfXSO,https://www.linkedin.com/in/palomahaddad/,Developer,"The problem I keep coming back to is digital literacy for older adults, mostly because I watched it up close. I had assumed somebody upstream was handling it. Nobody was, and the reason nobody was is that it belonged to no single person's job description. I rebuilt their intake form so it stopped losing half the submissions. The lesson was that I should have asked the people doing the work before designing anything.","The kitchen of my family's restaurant is the honest answer, even though it is not the impressive one. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. It was the first place where being confused out loud was normal. I would like to bring the part where the newest person is asked first.","Dear Ms. Nair,

Thank you for teaching me that a wrong answer said out loud is worth more than a right one kept quiet. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Paloma","I built an inventory app for my family's restaurant, written in Django one summer. TypeScript, a lot of SQL, and more shell scripting than I expected. The useful part was sitting with the people using it rather than asking them what they wanted in the abstract. I want to learn how to scope a project so it can ship in a semester.","I would talk about how to read a subway map, and why almost every city gets it wrong. It changed how I look at a city and I want to inflict that on other people.","PSYC 314, BUAD 304, CSCI 356; part-time job ~12 hrs/week"
8/2/2026 17:04:36,santiago.nakamura@usc.edu,8541400835,Santiago Nakamura,International Relations,Cinematic Arts,2027,she/her/hers,Male,White,https://drive.google.com/open?id=1sRfVbxMhdo02YjGsMuloP38BhbHpOxJw,https://www.linkedin.com/in/santiagonakamura/,Developer,"How volunteer tutoring gets matched is small compared to what people usually write about here, which is exactly why nobody had fixed it. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I started a weekly pickup that routes leftovers to a shelter downtown. It taught me to make the first version much smaller than I wanted to.","The community I belonged to was my high school's stage crew, and it took me a year to notice it had become one. We had almost nothing. One working laptop, a whiteboard somebody had rescued from a skip, and a standing agreement that you cleaned up whether or not it was your mess. It was the first place where being confused out loud was normal. What I would bring into CTC is that habit of making the entry cost low.","Dear Mr. Nwosu,

Thank you for teaching me that I was allowed to start things without permission. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Santiago","I built a parser for a niche scientific file format, now with eight regular bug reporters. TypeScript, a lot of SQL, and more shell scripting than I expected. I learned that the optimal schedule was the one everybody hated, because I had optimised for the wrong thing. I would like to get properly good at databases rather than superstitious about them.",I would talk about an eight-minute history of the shipping container. I want an excuse to finally make the slides.,"BUAD 304, CSCI 360, CSCI 201; club soccer ~6 hrs/week; TA office hours ~6 hrs/week"
8/2/2026 19:23:55,kwame.novak@usc.edu,5432504944,Kwame Novak,Biomedical Engineering,Music Recording,2027,they/them/theirs,Male,Asian,https://drive.google.com/open?id=1ladBVXz_jAkHi8qeedB2vm_Z4KmpXIbI,https://www.linkedin.com/in/kwamenovak/,Designer,"The problem I keep coming back to is food waste in dining halls, mostly because I watched it up close. What made it stick was realising that everybody involved was competent and well-meaning and it still did not work, which meant the problem was structural rather than anybody's fault. I started a weekly pickup that routes leftovers to a shelter downtown. I learned that a solution nobody adopts is worth less than no solution at all.","A Discord server for a game that died years ago is the honest answer, even though it is not the impressive one. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. We shared tools and, more importantly, shared credit. What I would bring into CTC is that habit of making the entry cost low.","Dear Ms. Fujimoto,

Thank you for teaching me that the person who asks the naive question is doing everyone a favour. I remember you stopping a whole session because one person had not followed, and doing it in a way that made it obvious the fault was in the explanation rather than in them. I have tried to run every meeting I lead like that since. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Kwame","I built a scheduling tool for the volunteer tutoring programme I coordinate. Java and C++ from coursework, Python and Django for anything I choose myself. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I am keen to work on something with real users and real consequences for once.","I would talk about how to fold a fitted sheet, performed live and with stakes. I want an excuse to finally make the slides.","BUAD 304, MATH 226, WRIT 150; another club board position ~5 hrs/week"
8/2/2026 19:24:26,dmitri.solberg@usc.edu,9760907061,Dmitri Solberg,Political Science,Social Entrepreneurship,2029,he/him/his,Female,White,https://drive.google.com/open?id=1UC0r5zZneyIusiUu9jiUCjjZAp3IcpCU,,Developer,"The way clinics schedule appointments is the problem I have actually done something about, so it is the one I will write about. The version of it I know best is narrow — one office, one process, maybe two hundred people affected — but I could see the whole shape of it from there. I trained two other volunteers so it would survive me graduating. The first version was worse than the spreadsheet it replaced, which was humbling and useful in roughly equal measure. I learned to build the boring, durable version rather than the impressive one, because I would not be there in a year.","I belonged to a robotics team that met in a borrowed garage, and I have spent a while trying to work out what made it work so I could reproduce it. There was no hierarchy to speak of, which sounds idealistic and was mostly just practical: whoever knew how to do the thing did the thing, and taught the next person. People stayed after to clean up without anyone organising it. The thing I would carry in is that we lowered the bar to enter and raised it to stay, and both mattered.","Dear Dr. Osei,

Thank you for teaching me that the person who asks the naive question is doing everyone a favour. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I do not think you would remember any of this, which is sort of the point — it cost you very little and it rearranged how I work.

— Dmitri","I built a model predicting missed clinic appointments, so patients could be called the day before. Swift for the app, and a Raspberry Pi doing something it was not designed for. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I want to get better at systems design and at reading other people's code quickly.","I would talk about how to read a subway map, and why almost every city gets it wrong. I have given a version of this at a dinner table and it worked. It ends with a genuinely unresolved argument, which I think is a better ending than a conclusion.","CSCI 170, MATH 226, WRIT 150; another club board position ~5 hrs/week"
8/3/2026 1:40:33,isabel.aziz@usc.edu,1931093309,Isabel Aziz,Computer Engineering and Computer Science,,2028,she/her/hers,Female,Hispanic or Latino,https://drive.google.com/open?id=1WX2fO--YKxpTCD1ERl3GO6cZSjEo36rz,,Developer,"Food waste in dining halls is the problem I have actually done something about, so it is the one I will write about. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I wrote a script that cut a four-hour manual process to about ten minutes. The first version was worse than the spreadsheet it replaced, which was humbling and useful in roughly equal measure. What I learned is that the most consequential decision in a project like this is usually not a technical one.","I belonged to a 6am swim squad nobody else wanted to join, and I have spent a while trying to work out what made it work so I could reproduce it. People turned up for each other's unrelated stuff — recitals, matches, one memorably grim moving day — and that is the part I did not appreciate until it stopped. It was the first place where being confused out loud was normal. What I would bring to CTC is the unglamorous maintenance that keeps a community alive: the reminder message, the booked room, the noticing that somebody has gone quiet.","Dear Mr. Nair,

Thank you for teaching me that ""good enough, shipped"" beats ""perfect, someday"". You told me once, fairly bluntly, that I was hiding behind how much I had read. It was the most useful unkind thing anyone has said to me. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I do not think you would remember any of this, which is sort of the point — it cost you very little and it rearranged how I work.

— Isabel","I built an inventory app for my family's restaurant, written in Django one summer. Java and C++ from coursework, Python and Django for anything I choose myself. The useful part was sitting with the people using it rather than asking them what they wanted in the abstract. I would like to get properly good at databases rather than superstitious about them.","I would talk about competitive dog agility, which I promise is a real sport. I want an excuse to finally make the slides. The best part is the bit where everyone realises they have been doing it wrong for years.","DSCI 351, MATH 407, CSCI 356, BUAD 304, CSCI 270; research assistantship ~8 hrs/week"
8/3/2026 4:29:58,sofia.tran@usc.edu,6845362255,Sofia Trần,"Computer Science, Linguistics",Cinematic Arts,2030,they/them/theirs,Female,Asian,https://drive.google.com/open?id=13UsLNvPv5ciThOPMdSqWfcaJJFRgE2eC,,Developer,"The cost of textbooks is small compared to what people usually write about here, which is exactly why nobody had fixed it. It is the kind of problem that never becomes urgent enough to fix, so it just quietly costs people hours every week forever. I trained two other volunteers so it would survive me graduating. It taught me to make the first version much smaller than I wanted to.","The community I belonged to was a community garden run entirely by retirees and me, and it took me a year to notice it had become one. The whole thing ran on Sunday evenings, which meant everyone there had chosen it over something easier. It ran on a hundred small favours nobody kept score of. The thing worth carrying over is that nobody there performed competence they did not have.","Dear Professor Park,

Thank you for teaching me that I should write the thing down before I believe I understand it. There was a week where I was clearly out of my depth and you neither rescued me nor let me drown, which I now understand took actual restraint. I did not understand why it mattered until much later, when I caught myself doing it without deciding to.

— Sofia","I built a compiler for a small statically typed language, continued well past the course. Mostly Python and Postgres, with enough React to be dangerous. It taught me that a tool nobody trusts is worse than no tool, because it burns the next person's credibility too. I am keen to work on something with real users and real consequences for once.","I would talk about how to fold a fitted sheet, performed live and with stakes. I want an excuse to finally make the slides.","EE 109, CSCI 356, CSCI 103, MATH 226; research assistantship ~8 hrs/week"
8/3/2026 6:08:16,bilal.costa@usc.edu,6523686923,Bilal Costa,Electrical Engineering,Music Recording,2029,he/him/his,Nonbinary,Hispanic or Latino,https://drive.google.com/open?id=1K0CB0Co1vTdhFA7TSeJh5mMpx3PMxFMF,,Developer,"I care about e-waste from campus upgrades, and I want to be precise about why rather than gesturing at it. I spent last summer working somewhere it was impossible to ignore, and the pattern was always the same: the people closest to it had known about it for years and had never been asked. I wrote a script that cut a four-hour manual process to about ten minutes. It saves them somewhere around five hours a week, which is not dramatic, but it is five hours a week that nobody has to argue for. The thing I got wrong was optimising for the outcome I could measure instead of the one that mattered.","The community that shaped me most was a Discord server for a game that died years ago, mostly because it was bad at hierarchy. I joined because a friend dragged me and stayed because within a month three people had asked me to explain something and taken the answer seriously. It was the first place where being confused out loud was normal. The thing I would carry in is that we lowered the bar to enter and raised it to stay, and both mattered.","Dear Dr. Iqbal,

Thank you for teaching me that a wrong answer said out loud is worth more than a right one kept quiet. You gave me a job that was slightly too hard on purpose and then made it obvious you were nearby. I have never had a better arrangement. I think about it more than almost anything else I was formally taught, and I have started passing it on badly, which I am told is how these things travel. I hope you are still doing it for whoever came after me.

— Bilal","I built a scheduling tool for the volunteer tutoring programme I coordinate. TypeScript, a lot of SQL, and more shell scripting than I expected. The lesson was about adoption, not analysis: the first version had a 30% false positive rate and people turned it off inside a week. I want to learn how to scope a project so it can ship in a semester.","I would talk about the surprisingly bitter world of competitive crossword construction. It is the only thing I can talk about for ten minutes with no notes. I would need about three slides and one prop, and I already own the prop.","MATH 226, CSCI 104; campus radio show ~2 hrs/week"
